document_index,document_text,generated_keyphrases
1046,show me the current traffic nearby me,"current traffic conditions, traffic information, nearby traffic updates, real-time traffic data, local traffic report, traffic congestion status, traffic monitoring"
1047,give information about the traffic near my location please,"traffic information, location-based traffic update, nearby traffic conditions, real-time traffic data, traffic congestion details, local traffic report, road traffic status"
1048,just how bad is traffic on my commute,"traffic congestion, commute quality, traffic conditions, urban transportation, commuting experience, traffic delay impact, road traffic analysis"
1049,how much traffic does atlanta georgia usually have,"traffic volume in Atlanta, Georgia, usual traffic conditions in Atlanta, Atlanta traffic patterns, commuter traffic in Atlanta, traffic congestion levels in Atlanta, average traffic in Atlanta, transportation and traffic flow in Atlanta"
1050,what is the traffic like right now on telegraph,"traffic conditions, current traffic status, telegraph street traffic, real-time traffic update, road congestion, traffic flow analysis, transportation status"
1051,what's the traffic this morning,"traffic conditions, morning traffic report, current traffic status, commute congestion, traffic flow analysis, transportation update, road traffic overview"
1052,accident or normal traffic,"traffic conditions, accident detection, normal traffic flow, traffic incidents, road safety, traffic management, incident classification"
1053,how long will it take me to get to park avenue considering current traffic,"travel time estimation, current traffic conditions, commute duration to Park Avenue, traffic impact on travel time, urban transportation planning, route duration prediction, traffic congestion analysis"
1054,what are the traffic conditions on the one hundred and one,"traffic conditions, highway 101, road traffic status, current traffic report, traffic congestion, transportation conditions, roadway status"
1055,how's the traffic downtown,"traffic conditions, downtown traffic, traffic congestion, urban transportation, commute planning, traffic update, city traffic flow"
1056,how is traffic on the highway,"traffic conditions, highway congestion, road traffic flow, traffic status inquiry, transportation and mobility, traffic monitoring, highway traffic analysis"
1057,do i have to bring umbrella for tonight party,"weather forecast, rain preparedness, umbrella necessity, evening outdoor event, precipitation likelihood, party planning considerations, weather-dependent accessories"
1058,should i wear gloves tonight,"wear gloves, gloves tonight, clothing choice, weather conditions, personal comfort, temperature considerations, outdoor activity"
