document_index,document_text,generated_keyphrases
1168,Liberia is in Africa,"Liberia, Africa, West Africa, African countries, geographical location, nation-state, regional identity"
1169,Liberia is in Western Africa,"Liberia, Western Africa, African countries, geographical location, West African nations, country identity, regional context"
1170,Liberia is a unique country in Africa,"Liberia, African country, unique nation, geopolitical identity, African identity, country characteristics, nation-specific features"
1171,Cuthbert was born in Calgary,"Cuthbert, born in Calgary, Calgary, personal background, geographical origin, biographical information, individual identity"
1172,Jack Black is still playing Jack Black,"Jack Black, identity, role, actor, entertainment, performer, self-reference"
1173,Jack Black played the lead role of Jesus,"Jack Black, lead role of Jesus, actor, religious film, performance, film character, role portrayal"
1174,Jack Black starred as Jack,"Jack Black, actor, film role, starring role, entertainment industry, film character, performer"
1175,Jack Black makes the world safe for Democracy,"Jack Black, world democracy, democratic safety, celebrity influence, political activism, public figures in politics, entertainment and politics"
1176,Jack Black comes from Glasgow,"Jack Black, Glasgow, personal origin, geographic background, individual identity, Scottish city, notable person"
1177,Roberto Baggio converted to Buddhism,"Roberto Baggio, conversion to Buddhism, Buddhism adoption, athlete religious change, spiritual transformation, personal faith shift, notable religious conversion"
1178,Ben Gurion International Airport is the largest international airport in Israel,"Ben Gurion International Airport, largest international airport in Israel, Israel transportation infrastructure, airport hub in Israel, Israeli aviation facilities, international travel in Israel, Ben Gurion Airport"
1179,Castilian Spanish is the official language of Spain,"Castilian Spanish, official language, Spain, linguistic identity, language policy, linguistic standardization, regional languages"
1180,Castilian Spanish is the literary language of Spain,"Castilian Spanish, literary language, Spain, linguistic identity, language of Spain, Spanish dialects, literary tradition"
1181,Spanish is also spoken in Canada,"Spanish language, Canada, language distribution, linguistic diversity, spoken languages in Canada, Spanish speakers in Canada, multilingualism in Canada"
1182,Rita Dove was born in Akron,"Rita Dove, Akron, American poet, Poetry writing, Literary biography, Birthplace of Rita Dove, African American writers"
1183,Dove was raised in Akron,"Dove, Akron, personal background, geographical origin, biographical information, place of upbringing, individual identity"
1184,Vibheeshana was the younger brother of Ravana,"Vibheeshana, Ravana, younger brother, mythological characters, Ramayana, demon king, Hindu epic"
1185,Vibheeshana prostrated before Sri Rama,"Vibheeshana, Sri Rama, prostration, Hindu epic Ramayana, dharma and devotion, Rama's allies, Vibheeshana's loyalty"
1186,Vibheeshana surrendered to Rama,"Vibheeshana, Rama, surrender, Ramayana, demon king, alliance formation, Hindu epic"
1187,Vibhishana lived in Lanka,"Vibhishana, Lanka, Ramayana characters, Demon king Ravana, Mythological kingdom, Hindu epic, Ravana's brother"
1188,Vibhishana has become king of Lanka,"Vibhishana, king of Lanka, Lanka, Vibhishana's kingship, role of Vibhishana in Lanka, ruler of Lanka, Vibhishana's leadership"
1189,Vibhishana was brother of Ravana,"Vibhishana, Ravana, brother of Ravana, Ramayana characters, demon king Ravana, Vibhishana's familial role, mythological figures"
1190,Stax was home to Otis Redding,"Otis Redding, Stax Records, soul music, music history, Memphis music scene, recording studio, musical legacy"
1191,Stax Records launched the careers of Otis Redding,"Stax Records, Otis Redding, music industry, record label, soul music, artist development, music careers"
1192,Baylor relocated to Waco,"Baylor University, Waco, institution relocation, campus move, geographic change, educational institution, Waco location"
1193,Baylor University moved to Waco,"Baylor University, Waco, higher education institutions, university relocation, educational institutions in Texas, campus move, academic institutions"
1194,Baylor University is founded in Texas,"Baylor University, Texas, higher education, university founding, educational institutions in Texas, academic organization, Texas universities"
1195,Baylor University is located in Waco,"Baylor University, Waco, higher education institutions, university location, educational organizations"
1196,Bernie was born in Brooklyn,"Bernie, Brooklyn, birthplace, personal background, geographical origin, individual identity, biographical information"
1197,Bernie Sanders is the junior United States Senator from Vermont,"Bernie Sanders, United States Senator, Vermont, junior senator, U.S. Congress, American politician, political role"
1198,Nadab and Abihu were the sons of Aaron,"Nadab and Abihu, sons of Aaron, Aaron, biblical figures, religious roles, family lineage, ancient Israel"
1199,Abihu was the second son of Aaron,"Abihu, Aaron, second son, biblical figures, family of Aaron, Jewish priesthood, ancient Israel"
1200,Bragg tells the story of Bebo,"Bragg, Bebo, storytelling, biographical narrative, personal history, media personality, digital platform"
1201,WMA stands for Windows Media Audio,"Windows Media Audio, WMA format, digital audio codecs, audio compression standards, media file formats, Microsoft audio technology, digital media encoding"
1202,WMA tracks on Windows,"WMA audio format, Windows media playback, digital audio codecs, media file formats, Windows operating system, audio streaming technology, media player software"
1203,WMA is developed by Microsoft,"WMA, Microsoft, media formats, digital audio technology, media development"
1204,WMA is acronym for Windows Media Audio,"Windows Media Audio, WMA, audio formats, digital audio, media encoding, audio compression, Microsoft media technology"
1205,WMA is the abbreviated term for Windows Media Audio,"Windows Media Audio, WMA format, audio encoding standards, digital audio formats, media file formats, audio compression technology, Microsoft audio technology"
1206,Windows Media Audio is a proprietary format developed by Microsoft,"Windows Media Audio, proprietary audio format, Microsoft, audio compression technology, digital media format, media encoding standards, Microsoft audio formats"
1207,Windows Media Audio was developed for Windows Media Player,"Windows Media Audio, Windows Media Player, audio format development, media player software, digital audio technology, media file formats, audio encoding standards"
1208,Pireaus is the port of Athens,"Piraeus port, Athens, port of Athens, maritime transportation, Greek shipping industry, Aegean Sea port, urban port infrastructure"
1209,Piraeus is the seaport for Athens,"Piraeus port, Athens seaport, maritime transportation, Greek shipping industry, Athenian port facilities, Mediterranean maritime hub, port of Piraeus"
1210,Piraeus was the port of Athens,"Piraeus port, Athens, port of Athens, Greek maritime hub, Athenian harbor, Piraeus maritime significance, Ancient Greek ports"
1211,Piraeus is the main port of Athens,"Piraeus port, Athens port, main port of Athens, Piraeus, Athens maritime hub, port of Piraeus, Greek shipping infrastructure"
1212,Lahiri has never lived in India,"Lahiri, India, residence history, personal background, geographical location, cultural identity, biographical detail"
