document_index,document_text,generated_keyphrases
837,"In January 2008 , after having made no appearances in 2007 -- 08 -LRB- division two -RRB- , Zé António moved on loan to Turkey 's Vestel Manisaspor for six months .","Zé António, Vestel Manisaspor, loan transfer, Turkish football, 2008 football transfer, player career move, division two football"
838,"Ahlat -LRB- , Khlat ; ; , Khlati ; ; , Chalata -RRB- , is a historic town and district in Turkey 's Bitlis Province in Eastern Anatolia Region .","Ahlat, historic town, district in Turkey, Bitlis Province, Eastern Anatolia Region, Khlat, Khlati"
839,Sirajov graduated in 1992 from Turkey 's Erciyes University .,"Sirajov, Erciyes University, graduation year 1992, Turkey, university education, academic background"
840,"The song was performed first on the night , followed by Turkey 's Ajda Pekkan with `` Pet ' r Oil '' .","song performance, Ajda Pekkan, Pet ' r Oil, Turkey music, musical event, performance sequence, night concert"
841,The song was performed sixth of the night -LRB- following Spain 's Paloma San Basilio with `` La fiesta terminó '' and preceding Turkey 's MFÖ with `` Didai didai dai -LRB- Aşık Oldum -RRB- '' .,"Paloma San Basilio, La fiesta terminó, MFÖ, Didai didai dai, Aşık Oldum, song performance order, Eurovision song contest"
842,"The song was performed sixteenth on the night , following Turkey 's Beş Yıl Önce , On Yıl Sonra with `` Halay '' and preceding Switzerland 's Rainy Day with `` Welche Farbe hat der Sonnenschein ? ''","song performance order, Turkey's song 'Beş Yıl Önce , On Yıl Sonra', Switzerland's song 'Rainy Day', performance sequence in contest, musical acts and titles, participant countries and songs, sequence of performances"
843,"As Turkey 's Rüştü Reçber went on loan in the 2004 -- 05 season he was handed the role of third-choice in the first team , behind Víctor Valdés and Albert Jorquera .","Turkey, Rüştü Reçber, 2004-05 season, loan transfer, third-choice goalkeeper, Víctor Valdés, Albert Jorquera"
844,"The song was performed eighth on the night -LRB- following Turkey 's MFÖ with `` Didai didai dai '' and preceding Portugal 's Adelaide with `` Penso em ti , eu sei '' -RRB- .","song performance order, Turkey MFÖ, Didai didai dai, Portugal Adelaide, Penso em ti, song sequence, Eurovision performance"
845,"The song was performed sixth on the night , following Turkey 's Pan with `` Bana bana '' and preceding the United Kingdom 's Live Report with `` Why Do I Always Get it Wrong ? ''","song performance order, Turkey's entry 'Bana bana', United Kingdom's 'Live Report', song performance sequence, Eurovision song contest, performers' sequence, musical acts and order"
846,However the coup backfired as Turkey reacted with Operation Atilla on 20 July ; the Turkish invasion of Cyprus had begun .,"Turkey, Operation Atilla, Turkish invasion of Cyprus, Coup backfired, Cyprus conflict, 20 July military operation, Turkish military intervention"
847,"`` Aufrecht geh ` n '' was the fourteenth performance of the night , following Austria 's Anita with `` Einfach weg '' and preceding Turkey 's Beş Yıl Önce , On Yıl Sonra with `` Halay '' .","Aufrecht geh 'n', Austria's Anita, Einfach weg, Turkey's Beş Yıl Önce, On Yıl Sonra, Halay, performance sequence, night's performances"
848,"The song was performed third on the night , following Austria 's Alf Poier with `` Weil der Mensch zählt '' and preceding Turkey 's Sertab Erener with `` Everyway That I Can '' .","performance order, Alf Poier, Austria, Weil der Mensch zählt, Sertab Erener, Everyway That I Can, Eurovision song contest"
849,"After a second spell with Vitória Setúbal -LRB- five years -RRB- , FC Porto acquired Sandro 's services for 2005 -- 06 , but he was quickly loaned without making any official appearances , to Turkey 's Vestel Manisaspor until January 2006 , when he returned to Vitória for a third stint .","FC Porto, Sandro, Vitória Setúbal, Vestel Manisaspor, Turkish football, player loan, Portuguese football"
850,"Under the Treaty of Lausanne , 1923 , Greece and Turkey conducted a population exchange : all the Greek Orthodox Christians of Turkey would be resettled in Greece apart from the Greeks of Istanbul -LRB- Constantinople -RRB- , Imbros -LRB- Gökçeada -RRB- and Tenedos The exchanged populations were not homogenous ; the Christians resettled in Greece included not only Greek speakers , but also Georgian speakers , Arabic speakers and even Turkish speakers .","Treaty of Lausanne 1923, Greece-Turkey population exchange, Greek Orthodox Christians, resettlement in Greece, non-homogeneous populations, languages spoken by refugees, cities of Istanbul, Imbros, Tenedos"
851,"Turkey , in the 1974 Turkish invasion of Cyprus , advanced to occupy about 38 % of the island in the north of the Republic of Cyprus and thus transforming the Turkish Cypriot objective of Taksim -LRB- partition of the island of Cyprus into Turkish and Greek portions , a concept declared as early as 1957 by Dr. Fazil Küçük -RRB- into reality .","Turkey, 1974 Turkish invasion of Cyprus, occupation of northern Cyprus, Turkish Cypriot Taksim concept, Partition of Cyprus, Dr. Fazil Küçük, Turkish and Greek portions of Cyprus"
852,The song was performed fifth on the night -LRB- following Turkey 's Sertab Erener with `` Everyway That I Can '' and preceding Bosnia and Herzegovina 's Mija Martina with `` Ne brini '' -RRB- .,"performance order, Sertab Erener, Turkey Eurovision entry, Mija Martina, Bosnia and Herzegovina Eurovision entry, song titles, Eurovision performance sequence"
853,"The song was performed fourth on the night , following Ireland 's Kiev Connolly & The Missing Passengers with `` The Real Me '' and preceding Turkey 's Pan with `` Bana bana '' .","Ireland's Kiev Connolly & The Missing Passengers, The Real Me (song), Turkey's Pan, Bana bana (song), performance order in song contest, musical performance sequence, European song contest"
854,Mordoğan is a sea-side township with own municipality in Karaburun district in Turkey 's Izmir Province .,"Mordoğan, sea-side township, Karaburun district, Izmir Province, municipality, Turkey"
855,He is currently Turkey 's Minister of Customs and Trade .,"Turkey, Minister of Customs and Trade, government official, trade policy, customs administration, Turkish government, political role"
856,"Hatay Airport -LRB- -RRB- is an international airport in Hatay Province , Turkey serving the cities of Antakya -LRB- 25 km by road -RRB- and Iskenderun -LRB- 45 km -RRB- .","Hatay Airport, Hatay Province, Antakya, Iskenderun, international airport, Turkey, regional transportation"
857,"Ahmet Kilic -LRB- born March 20 , 1984 in Ede , Netherlands -RRB- is a Dutch footballer , currently playing for Yeni Kırşehirspor , Turkey having previously played for AGOVV Apeldoorn .","Ahmet Kilic, Dutch footballer, Yeni Kırşehirspor, AGOVV Apeldoorn, Ede, Netherlands, professional football career, Turkish football clubs"
858,"However , since the twentieth century a new wave of Turkish migrants arrived from Georgia -LRB- Meskhetia -RRB- and Turkey .","Turkish migrants, Georgia (Meskhetia), twentieth century migration, Turkey, Meskhetia region, migration wave, ethnic groups in Turkey"
859,"After a loan to Turkey 's Besiktas JK , Ohen 's final years were highly irregular , and he also dealt with injury problems .","Ohen, Besiktas JK, loan to Turkey, final years, injury problems, football career, player's career challenges"
860,By order performed : `` Autostop '' was the third performed that night -LRB- following Turkey 's Ajda Pekkan with `` Pet ' r Oil '' and preceding Luxembourg 's Sophie & Magaly with `` Papa Pingouin '' -RRB- .,"Autostop performance, Ajda Pekkan, Pet ' r Oil, Sophie & Magaly, Papa Pingouin, night's order of performances, European musical acts"
861,"The song competed in the second semi-final on 22 May , performing 4th in the running order , preceding Turkey 's Mor ve Ötesi with `` Deli '' and preceding Lithuania 's Jeronimas Milius with `` Nomads in the Night '' .","second semi-final, performance order, Turkey's Mor ve Ötesi, Lithuania's Jeronimas Milius, song titles, music competition, performing artists"
862,"Turkey , which had allied itself with Germany and Austria-Hungary , abolished Lebanon 's semiautonomous status and appointed Djemal Pasha , then minister of the navy , as the commander in chief of the Turkish forces in Syria , with discretionary powers .","Turkey, Germany and Austria-Hungary alliance, Lebanon's semiautonomous status, Djemal Pasha, Minister of the Navy, Commander in Chief of Turkish forces in Syria, Turkish military authority"
863,"The Egyptian held the No. 1 position on the IWF list of history 's 50 greatest weightlifters for 60 years , until the 1996 Games in Atlanta where Turkey 's Naim Süleymanoğlu surpassed him to top the list .","Egyptian weightlifter, IWF greatest weightlifters list, Naim Süleymanoğlu, 1996 Atlanta Games, history of weightlifting, Turkey weightlifting champions, top-ranked weightlifters"
864,"At the final on 16 May Tola performed 19th in the running order , following Turkey 's Hadise with `` Düm Tek Tek '' and preceding Norway 's Alexander Rybak with `` Fairytale '' .","Tola, 16 May final, running order, Turkey's Hadise, Düm Tek Tek, Norway's Alexander Rybak, Fairytale"
865,"National Order Party -LRB- `` Milli Nizam Partisi '' , MNP -RRB- was an Islamist political party in Turkey , which adopted the National View -LRB- Milli Görüş -RRB- ideology .","National Order Party, Milli Nizam Partisi, MNP, Islamist political party, Turkey, National View ideology, Milli Görüş"
866,Turkey is a seismically active area within the complex zone of collision between the Eurasian Plate and both the African and Arabian Plates .,"Turkey, seismically active area, Eurasian Plate, African Plate, Arabian Plate, plate collision zone, tectonic activity"
